Name;Kategorie;Level;Truhen_CSV;Truhen_JSON;Punkte_CSV;Punkte_JSON;Status
Momath;Golden Chest;0;0;15;0;7500;Fehlt in CSV
Momath;Elegant Chest;25;0;7;0;1792;Fehlt in CSV
Momath;Bone Chest;25;0;5;0;1280;Fehlt in CSV
Momath;Golden Guardian Epic Chest;0;0;923;0;0;Fehlt in CSV
Momath;Trillium Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Runic Chest;40;0;7;0;0;Fehlt in CSV
Momath;Runic Chest;30;0;2;0;0;Fehlt in CSV
Momath;Runic Chest;35;0;4;0;0;Fehlt in CSV
Momath;Silver Chest;0;0;1;0;200;Fehlt in CSV
Momath;Sapphire Chest;20;0;1;0;0;Fehlt in CSV
Momath;Sapphire Chest;35;0;7;0;0;Fehlt in CSV
Momath;Sapphire Chest;30;0;4;0;0;Fehlt in CSV
Momath;Sapphire Chest;25;0;1;0;0;Fehlt in CSV
Momath;Sapphire Chest;40;0;5;0;0;Fehlt in CSV
Momath;Jörmungandr's Chest;0;0;5;0;0;Fehlt in CSV
Momath;Quick March Chest;0;0;3;0;0;Fehlt in CSV
Momath;Harpy Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Forgotten Chest;25;0;11;0;2816;Fehlt in CSV
Momath;Braided Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Hermes Chest;0;0;5;0;0;Fehlt in CSV
Momath;Epic Chest of Wealth;0;0;2;0;0;Fehlt in CSV
Momath;Scarab Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Cobra Chest;25;0;7;0;1792;Fehlt in CSV
Momath;Ancients' Chest;0;0;36;0;0;Fehlt in CSV
Momath;Common Chest of Wealth;0;0;5;0;0;Fehlt in CSV
Momath;Scorpion Chest;30;0;2;0;3000;Fehlt in CSV
Momath;Fire Chest;25;0;6;0;1536;Fehlt in CSV
Momath;Priest's Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Ancient Bastion Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Mayan Chest;25;0;9;0;2304;Fehlt in CSV
Momath;Gnome Workshop Chest;25;0;8;0;2048;Fehlt in CSV
Momath;Gladiator's Chest;0;0;1;0;0;Fehlt in CSV
Momath;Barbarian Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Barbarian Chest;25;0;8;0;2048;Fehlt in CSV
Momath;Minotaur Chest;25;0;1;0;768;Fehlt in CSV
Momath;Cobalt Chest;30;0;1;0;1500;Fehlt in CSV
Momath;Wooden Chest;0;0;3;0;150;Fehlt in CSV
Momath;Orc Chest;25;0;8;0;2048;Fehlt in CSV
kot;Bone Chest;5;0;1;0;2;Fehlt in CSV
kot;Priest's Chest;20;0;1;0;192;Fehlt in CSV
PizzaOnkel;Sand Chest;15;0;1;0;20;Fehlt in CSV
PizzaOnkel;Sand Chest;10;0;4;0;40;Fehlt in CSV
PizzaOnkel;Sand Chest;25;0;11;0;2816;Fehlt in CSV
PizzaOnkel;Turtle Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Stone Chest;20;0;1;0;64;Fehlt in CSV
PizzaOnkel;Stone Chest;10;0;3;0;30;Fehlt in CSV
PizzaOnkel;Stone Chest;25;0;18;0;4608;Fehlt in CSV
PizzaOnkel;Infernal Chest;10;0;3;0;30;Fehlt in CSV
PizzaOnkel;Infernal Chest;5;0;1;0;2;Fehlt in CSV
PizzaOnkel;Infernal Chest;25;0;12;0;3072;Fehlt in CSV
PizzaOnkel;Rare Dragon Chest;25;0;53;0;18550;Fehlt in CSV
PizzaOnkel;Rare Dragon Chest;15;0;5;0;200;Fehlt in CSV
PizzaOnkel;Rare Dragon Chest;10;0;4;0;64;Fehlt in CSV
PizzaOnkel;Rare Dragon Chest;20;0;10;0;1280;Fehlt in CSV
PizzaOnkel;Union Chest;0;0;6;0;0;Fehlt in CSV
PizzaOnkel;sand Chest;25;0;1;0;20;Fehlt in CSV
PizzaOnkel;Elegant Chest;20;0;1;0;64;Fehlt in CSV
PizzaOnkel;Elegant Chest;15;0;1;0;20;Fehlt in CSV
PizzaOnkel;Elegant Chest;5;0;1;0;2;Fehlt in CSV
PizzaOnkel;Elegant Chest;25;0;19;0;4864;Fehlt in CSV
PizzaOnkel;Bone Chest;20;0;4;0;256;Fehlt in CSV
PizzaOnkel;Bone Chest;10;0;8;0;80;Fehlt in CSV
PizzaOnkel;Bone Chest;25;0;10;0;2560;Fehlt in CSV
PizzaOnkel;Chest of the Cursed;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Trillium Chest;25;0;4;0;3072;Fehlt in CSV
PizzaOnkel;Runic Chest;30;0;4;0;0;Fehlt in CSV
PizzaOnkel;Runic Chest;35;0;4;0;0;Fehlt in CSV
PizzaOnkel;Sapphire Chest;40;0;1;0;0;Fehlt in CSV
PizzaOnkel;Sapphire Chest;25;0;5;0;0;Fehlt in CSV
PizzaOnkel;Sapphire Chest;30;0;6;0;0;Fehlt in CSV
PizzaOnkel;Sapphire Chest;35;0;4;0;0;Fehlt in CSV
PizzaOnkel;Pumpkin Chest;0;0;1;0;0;Fehlt in CSV
PizzaOnkel;Jörmungandr's Chest;0;0;10;0;0;Fehlt in CSV
PizzaOnkel;Quick March Chest;0;0;4;0;0;Fehlt in CSV
PizzaOnkel;Harpy Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Forgotten Chest;10;0;5;0;50;Fehlt in CSV
PizzaOnkel;Forgotten Chest;20;0;1;0;64;Fehlt in CSV
PizzaOnkel;Forgotten Chest;5;0;5;0;10;Fehlt in CSV
PizzaOnkel;Forgotten Chest;25;0;12;0;3072;Fehlt in CSV
PizzaOnkel;Titansteel Chest;25;0;3;0;2304;Fehlt in CSV
PizzaOnkel;Braided Chest;25;0;4;0;3072;Fehlt in CSV
PizzaOnkel;Scarab Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Abandoned Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Cobra Chest;15;0;1;0;20;Fehlt in CSV
PizzaOnkel;Cobra Chest;20;0;5;0;320;Fehlt in CSV
PizzaOnkel;Cobra Chest;5;0;5;0;10;Fehlt in CSV
PizzaOnkel;Cobra Chest;10;0;6;0;60;Fehlt in CSV
PizzaOnkel;Cobra Chest;25;0;28;0;7168;Fehlt in CSV
PizzaOnkel;Ancients' Chest;0;0;28;0;0;Fehlt in CSV
PizzaOnkel;Ancient Warrior's Chest;25;0;1;0;768;Fehlt in CSV
PizzaOnkel;Fire Chest;10;0;2;0;20;Fehlt in CSV
PizzaOnkel;Fire Chest;20;0;1;0;64;Fehlt in CSV
PizzaOnkel;Fire Chest;5;0;2;0;4;Fehlt in CSV
PizzaOnkel;Fire Chest;25;0;22;0;5632;Fehlt in CSV
PizzaOnkel;Scorpion Chest;20;0;1;0;192;Fehlt in CSV
PizzaOnkel;Scorpion Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Priest's Chest;15;0;1;0;60;Fehlt in CSV
PizzaOnkel;Priest's Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Ancient Bastion Chest;15;0;1;0;60;Fehlt in CSV
PizzaOnkel;Ancient Bastion Chest;25;0;3;0;2304;Fehlt in CSV
PizzaOnkel;Mayan Chest;10;0;5;0;50;Fehlt in CSV
PizzaOnkel;Mayan Chest;20;0;2;0;128;Fehlt in CSV
PizzaOnkel;Mayan Chest;5;0;5;0;10;Fehlt in CSV
PizzaOnkel;Mayan Chest;25;0;5;0;1280;Fehlt in CSV
PizzaOnkel;White Wood Chest;15;0;1;0;60;Fehlt in CSV
PizzaOnkel;White Wood Chest;20;0;2;0;384;Fehlt in CSV
PizzaOnkel;White Wood Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Gnome Workshop Chest;20;0;3;0;192;Fehlt in CSV
PizzaOnkel;Gnome Workshop Chest;15;0;1;0;20;Fehlt in CSV
PizzaOnkel;Gnome Workshop Chest;5;0;1;0;2;Fehlt in CSV
PizzaOnkel;Gnome Workshop Chest;10;0;3;0;30;Fehlt in CSV
PizzaOnkel;Gnome Workshop Chest;25;0;9;0;2304;Fehlt in CSV
PizzaOnkel;Gladiator's Chest;0;0;1;0;0;Fehlt in CSV
PizzaOnkel;Tartaros Chest;25;0;4;0;3072;Fehlt in CSV
PizzaOnkel;Barbarian Chest;15;0;2;0;40;Fehlt in CSV
PizzaOnkel;Barbarian Chest;10;0;2;0;20;Fehlt in CSV
PizzaOnkel;Barbarian Chest;25;0;12;0;3072;Fehlt in CSV
PizzaOnkel;Minotaur Chest;25;0;6;0;4608;Fehlt in CSV
PizzaOnkel;Wooden Chest;0;0;3;0;150;Fehlt in CSV
PizzaOnkel;Cobalt Chest;15;0;1;0;60;Fehlt in CSV
PizzaOnkel;Cobalt Chest;20;0;2;0;384;Fehlt in CSV
PizzaOnkel;Cobalt Chest;25;0;2;0;1536;Fehlt in CSV
PizzaOnkel;Orc Chest;15;0;1;0;20;Fehlt in CSV
PizzaOnkel;Orc Chest;5;0;2;0;4;Fehlt in CSV
PizzaOnkel;Orc Chest;25;0;11;0;2816;Fehlt in CSV
nicht definiert;Punkte;;10;0;0;0;Fehlt in JSON
Sissi die 2te;Runic Chest;40;0;10;0;0;Fehlt in CSV
Sissi die 2te;Magic Chest;0;0;1;0;3000;Fehlt in CSV
Sissi die 2te;Ancients' Chest;0;0;24;0;0;Fehlt in CSV
Sissi die 2te;Sapphire Chest;45;0;1;0;0;Fehlt in CSV
Sissi die 2te;Sapphire Chest;20;0;1;0;0;Fehlt in CSV
Sissi die 2te;Sapphire Chest;35;0;2;0;0;Fehlt in CSV
Sissi die 2te;Arcane Chest;0;0;1;0;0;Fehlt in CSV
Sissi die 2te;Quick March Chest;0;0;2;0;0;Fehlt in CSV
Manhor;Sand Chest;25;0;11;0;2816;Fehlt in CSV
Manhor;Turtle Chest;30;0;3;0;4500;Fehlt in CSV
Manhor;Turtle Chest;25;0;4;0;3072;Fehlt in CSV
Manhor;Stone Chest;25;0;12;0;3072;Fehlt in CSV
Manhor;Infernal Chest;25;0;29;0;7424;Fehlt in CSV
Manhor;Omen Chest;0;0;6;0;0;Fehlt in CSV
Manhor;Undead Chest;26;0;3;0;450;Fehlt in CSV
Manhor;Rare Dragon Chest;30;0;67;0;85760;Fehlt in CSV
Manhor;Rare Dragon Chest;20;0;1;0;128;Fehlt in CSV
Manhor;Rare Dragon Chest;25;0;145;0;50750;Fehlt in CSV
Manhor;Elven Citadel Chest;15;0;5;0;200;Fehlt in CSV
Manhor;Elven Citadel Chest;20;0;2;0;160;Fehlt in CSV
Manhor;Elven Citadel Chest;10;0;2;0;40;Fehlt in CSV
Manhor;Union Chest;0;0;15;0;0;Fehlt in CSV
Manhor;Golden Chest;0;0;7;0;3500;Fehlt in CSV
Manhor;Elegant Chest;25;0;36;0;9216;Fehlt in CSV
Manhor;Bone Chest;25;0;9;0;2304;Fehlt in CSV
Manhor;Bronze Chest;0;0;12;0;1200;Fehlt in CSV
Manhor;Chest of the Cursed;30;0;3;0;4500;Fehlt in CSV
Manhor;Chest of the Cursed;25;0;4;0;3072;Fehlt in CSV
Manhor;Trillium Chest;30;0;2;0;3000;Fehlt in CSV
Manhor;Runic Chest;30;0;1;0;0;Fehlt in CSV
Manhor;Runic Chest;25;0;1;0;0;Fehlt in CSV
Manhor;Magic Chest;0;0;3;0;9000;Fehlt in CSV
Manhor;Silver Chest;0;0;14;0;2800;Fehlt in CSV
Manhor;Sapphire Chest;20;0;1;0;0;Fehlt in CSV
Manhor;Sapphire Chest;35;0;3;0;0;Fehlt in CSV
Manhor;Sapphire Chest;30;0;2;0;0;Fehlt in CSV
Manhor;Sapphire Chest;25;0;2;0;0;Fehlt in CSV
Manhor;Sapphire Chest;40;0;2;0;0;Fehlt in CSV
Manhor;Pumpkin Chest;0;0;4;0;0;Fehlt in CSV
Manhor;Jörmungandr's Chest;0;0;6;0;0;Fehlt in CSV
Manhor;Quick March Chest;0;0;7;0;0;Fehlt in CSV
Manhor;Harpy Chest;30;0;3;0;4500;Fehlt in CSV
Manhor;Harpy Chest;25;0;2;0;1536;Fehlt in CSV
Manhor;Forgotten Chest;20;0;1;0;64;Fehlt in CSV
Manhor;Forgotten Chest;25;0;93;0;23808;Fehlt in CSV
Manhor;Braided Chest;30;0;3;0;4500;Fehlt in CSV
Manhor;Braided Chest;25;0;6;0;4608;Fehlt in CSV
Manhor;Titansteel Chest;30;0;1;0;1500;Fehlt in CSV
Manhor;Scarab Chest;30;0;1;0;1500;Fehlt in CSV
Manhor;Abandoned Chest;30;0;1;0;1500;Fehlt in CSV
Manhor;Cobra Chest;25;0;12;0;3072;Fehlt in CSV
Manhor;Ancient Warrior's Chest;35;0;3;0;9000;Fehlt in CSV
Manhor;Ancient Warrior's Chest;30;0;9;0;13500;Fehlt in CSV
Manhor;Ancient Warrior's Chest;25;0;12;0;9216;Fehlt in CSV
Manhor;Ancients' Chest;0;0;76;0;0;Fehlt in CSV
Manhor;Fire Chest;25;0;20;0;5120;Fehlt in CSV
Manhor;Scorpion Chest;30;0;2;0;3000;Fehlt in CSV
Manhor;Scorpion Chest;25;0;2;0;1536;Fehlt in CSV
Manhor;Priest's Chest;30;0;1;0;1500;Fehlt in CSV
Manhor;Priest's Chest;25;0;2;0;1536;Fehlt in CSV
Manhor;Golden Guardian Legendary Chest;0;0;260;0;0;Fehlt in CSV
Manhor;Ancient Bastion Chest;30;0;4;0;6000;Fehlt in CSV
Manhor;Mayan Chest;25;0;10;0;2560;Fehlt in CSV
Manhor;White Wood Chest;30;0;6;0;9000;Fehlt in CSV
Manhor;White Wood Chest;25;0;4;0;3072;Fehlt in CSV
Manhor;Elvrin Chest;37;0;1;0;0;Fehlt in CSV
Manhor;Elvrin Chest;22;0;1;0;0;Fehlt in CSV
Manhor;Gnome Workshop Chest;25;0;13;0;3328;Fehlt in CSV
Manhor;Gladiator's Chest;0;0;7;0;0;Fehlt in CSV
Manhor;Tartaros Chest;25;0;4;0;3072;Fehlt in CSV
Manhor;Barbarian Chest;24;0;1;0;75;Fehlt in CSV
Manhor;Barbarian Chest;30;0;1;0;1500;Fehlt in CSV
Manhor;Barbarian Chest;25;0;12;0;3072;Fehlt in CSV
Manhor;Wooden Chest;0;0;36;0;1800;Fehlt in CSV
Manhor;Cobalt Chest;35;0;2;0;6000;Fehlt in CSV
Manhor;Cobalt Chest;30;0;1;0;1500;Fehlt in CSV
Manhor;Cobalt Chest;25;0;6;0;4608;Fehlt in CSV
Manhor;Orc Chest;25;0;23;0;5888;Fehlt in CSV
Adoran;Sand Chest;20;0;1;0;64;Fehlt in CSV
Adoran;Sand Chest;25;0;13;0;3328;Fehlt in CSV
Adoran;Omen Chest;0;0;108;0;0;Fehlt in CSV
Adoran;Stone Chest;20;0;3;0;192;Fehlt in CSV
Adoran;Stone Chest;25;0;22;0;5632;Fehlt in CSV
Adoran;Infernal Chest;25;0;18;0;4608;Fehlt in CSV
Adoran;Rare Dragon Chest;30;0;15;0;19200;Fehlt in CSV
Adoran;Rare Dragon Chest;15;0;1;0;40;Fehlt in CSV
Adoran;Rare Dragon Chest;25;0;49;0;17150;Fehlt in CSV
Adoran;Elven Citadel Chest;25;0;44;0;7480;Fehlt in CSV
Adoran;Dark Omens chest;0;0;2;0;0;Fehlt in CSV
Adoran;Elegant Chest;20;0;3;0;192;Fehlt in CSV
Adoran;Elegant Chest;25;0;20;0;5120;Fehlt in CSV
Adoran;Bone Chest;25;0;21;0;5376;Fehlt in CSV
Adoran;Golden Guardian Epic Chest;0;0;908;0;0;Fehlt in CSV
Adoran;Chest of the Cursed;30;0;2;0;3000;Fehlt in CSV
Adoran;Chest of the Cursed;25;0;12;0;9216;Fehlt in CSV
Adoran;Trillium Chest;30;0;4;0;6000;Fehlt in CSV
Adoran;Trillium Chest;25;0;12;0;9216;Fehlt in CSV
Adoran;Runic Chest;30;0;1;0;0;Fehlt in CSV
Adoran;Sapphire Chest;20;0;1;0;0;Fehlt in CSV
Adoran;Sapphire Chest;35;0;3;0;0;Fehlt in CSV
Adoran;Sapphire Chest;30;0;3;0;0;Fehlt in CSV
Adoran;Sapphire Chest;25;0;1;0;0;Fehlt in CSV
Adoran;Sapphire Chest;40;0;3;0;0;Fehlt in CSV
Adoran;Cursed Citadel Chest;20;0;16;0;1280;Fehlt in CSV
Adoran;Cursed Citadel Chest;25;0;1;0;170;Fehlt in CSV
Adoran;Pumpkin Chest;0;0;6;0;0;Fehlt in CSV
Adoran;Jörmungandr's Chest;0;0;10;0;0;Fehlt in CSV
Adoran;Quick March Chest;0;0;10;0;0;Fehlt in CSV
Adoran;Chest of Authority;0;0;1;0;0;Fehlt in CSV
Adoran;Forgotten Chest;20;0;2;0;128;Fehlt in CSV
Adoran;Forgotten Chest;25;0;17;0;4352;Fehlt in CSV
Adoran;Scarab Chest;25;0;1;0;768;Fehlt in CSV
Adoran;Cobra Chest;20;0;2;0;128;Fehlt in CSV
Adoran;Cobra Chest;25;0;4;0;1024;Fehlt in CSV
Adoran;Merchant's Chest;0;0;1;0;0;Fehlt in CSV
Adoran;Ancient Warrior's Chest;25;0;14;0;10752;Fehlt in CSV
Adoran;Ancients' Chest;0;0;80;0;0;Fehlt in CSV
Adoran;Fire Chest;20;0;1;0;64;Fehlt in CSV
Adoran;Fire Chest;25;0;7;0;1792;Fehlt in CSV
Adoran;Priest's Chest;30;0;6;0;9000;Fehlt in CSV
Adoran;Priest's Chest;25;0;12;0;9216;Fehlt in CSV
Adoran;Golden Guardian Legendary Chest;0;0;147;0;0;Fehlt in CSV
Adoran;Mayan Chest;20;0;3;0;192;Fehlt in CSV
Adoran;Mayan Chest;25;0;19;0;4864;Fehlt in CSV
Adoran;Gnome Workshop Chest;25;0;2;0;512;Fehlt in CSV
Adoran;Gladiator's Chest;0;0;2;0;0;Fehlt in CSV
Adoran;Tartaros Chest;30;0;14;0;21000;Fehlt in CSV
Adoran;Barbarian Chest;20;0;1;0;192;Fehlt in CSV
Adoran;Barbarian Chest;25;0;10;0;2560;Fehlt in CSV
Adoran;Minotaur Chest;25;0;5;0;3840;Fehlt in CSV
Adoran;Wooden Chest;0;0;4;0;200;Fehlt in CSV
Adoran;Orc Chest;20;0;2;0;128;Fehlt in CSV
Adoran;Orc Chest;25;0;47;0;12032;Fehlt in CSV
Vakums;Sand Chest;20;0;12;0;768;Fehlt in CSV
Vakums;Sand Chest;25;0;3;0;768;Fehlt in CSV
Vakums;Omen Chest;0;0;87;0;0;Fehlt in CSV
Vakums;Stone Chest;20;0;22;0;1408;Fehlt in CSV
Vakums;Stone Chest;25;0;10;0;2560;Fehlt in CSV
Vakums;Infernal Chest;20;0;8;0;512;Fehlt in CSV
Vakums;Turtle Chest;20;0;3;0;576;Fehlt in CSV
Vakums;Rare Dragon Chest;30;0;17;0;21760;Fehlt in CSV
Vakums;Rare Dragon Chest;20;0;2;0;256;Fehlt in CSV
Vakums;Rare Dragon Chest;25;0;14;0;4900;Fehlt in CSV
Vakums;Elven Citadel Chest;30;0;23;0;8050;Fehlt in CSV
Vakums;Elven Citadel Chest;25;0;4;0;680;Fehlt in CSV
Vakums;Union Chest;0;0;20;0;0;Fehlt in CSV
Vakums;Elegant Chest;20;0;4;0;256;Fehlt in CSV
Vakums;Elegant Chest;10;0;1;0;10;Fehlt in CSV
Vakums;Elegant Chest;25;0;2;0;512;Fehlt in CSV
Vakums;Bone Chest;20;0;8;0;512;Fehlt in CSV
Vakums;Bone Chest;25;0;2;0;512;Fehlt in CSV
Vakums;Bronze Chest;0;0;3;0;300;Fehlt in CSV
Vakums;Golden Guardian Epic Chest;0;0;79;0;0;Fehlt in CSV
Vakums;Chest of the Cursed;25;0;4;0;3072;Fehlt in CSV
Vakums;Trillium Chest;30;0;1;0;1500;Fehlt in CSV
Vakums;Sapphire Chest;40;0;1;0;0;Fehlt in CSV
Vakums;Sapphire Chest;25;0;4;0;0;Fehlt in CSV
Vakums;Sapphire Chest;30;0;5;0;0;Fehlt in CSV
Vakums;Sapphire Chest;35;0;6;0;0;Fehlt in CSV
Vakums;Cursed Citadel Chest;25;0;76;0;12920;Fehlt in CSV
Vakums;Pumpkin Chest;0;0;4;0;0;Fehlt in CSV
Vakums;Jörmungandr's Chest;0;0;10;0;0;Fehlt in CSV
Vakums;Quick March Chest;0;0;3;0;0;Fehlt in CSV
Vakums;Harpy Chest;30;0;1;0;1500;Fehlt in CSV
Vakums;Harpy Chest;20;0;1;0;192;Fehlt in CSV
Vakums;Harpy Chest;25;0;2;0;1536;Fehlt in CSV
Vakums;Forgotten Chest;15;0;1;0;20;Fehlt in CSV
Vakums;Forgotten Chest;20;0;24;0;1536;Fehlt in CSV
Vakums;Forgotten Chest;25;0;9;0;2304;Fehlt in CSV
Vakums;Hermes Chest;0;0;3;0;0;Fehlt in CSV
Vakums;Titansteel Chest;30;0;2;0;3000;Fehlt in CSV
Vakums;Titansteel Chest;20;0;2;0;384;Fehlt in CSV
Vakums;Braided Chest;30;0;2;0;3000;Fehlt in CSV
Vakums;Scarab Chest;30;0;1;0;1500;Fehlt in CSV
Vakums;Abandoned Chest;20;0;1;0;192;Fehlt in CSV
Vakums;Cobra Chest;20;0;5;0;320;Fehlt in CSV
Vakums;Cobra Chest;25;0;2;0;512;Fehlt in CSV
Vakums;Merchant's Chest;0;0;2;0;0;Fehlt in CSV
Vakums;Ancients' Chest;0;0;24;0;0;Fehlt in CSV
Vakums;Ancient Warrior's Chest;20;0;2;0;384;Fehlt in CSV
Vakums;Ancient Warrior's Chest;25;0;1;0;768;Fehlt in CSV
Vakums;Fire Chest;20;0;7;0;448;Fehlt in CSV
Vakums;Fire Chest;25;0;9;0;2304;Fehlt in CSV
Vakums;Priest's Chest;30;0;3;0;4500;Fehlt in CSV
Vakums;Priest's Chest;20;0;4;0;768;Fehlt in CSV
Vakums;Scorpion Chest;20;0;4;0;768;Fehlt in CSV
Vakums;Mayan Chest;20;0;7;0;448;Fehlt in CSV
Vakums;Mayan Chest;10;0;1;0;10;Fehlt in CSV
Vakums;Mayan Chest;25;0;1;0;256;Fehlt in CSV
Vakums;House of Horrors Chest;25;0;2;0;1536;Fehlt in CSV
Vakums;White Wood Chest;20;0;1;0;192;Fehlt in CSV
Vakums;White Wood Chest;25;0;1;0;768;Fehlt in CSV
Vakums;Gnome Workshop Chest;20;0;9;0;576;Fehlt in CSV
Vakums;Gnome Workshop Chest;25;0;3;0;768;Fehlt in CSV
Vakums;Gladiator's Chest;0;0;4;0;0;Fehlt in CSV
Vakums;Tartaros Chest;30;0;10;0;15000;Fehlt in CSV
Vakums;Tartaros Chest;20;0;13;0;2496;Fehlt in CSV
Vakums;Tartaros Chest;25;0;9;0;6912;Fehlt in CSV
Vakums;Barbarian Chest;20;0;7;0;1344;Fehlt in CSV
Vakums;Barbarian Chest;25;0;4;0;1024;Fehlt in CSV
Vakums;Minotaur Chest;20;0;2;0;384;Fehlt in CSV
Vakums;Minotaur Chest;25;0;1;0;768;Fehlt in CSV
Vakums;Cobalt Chest;20;0;2;0;384;Fehlt in CSV
Vakums;Cobalt Chest;25;0;2;0;1536;Fehlt in CSV
Vakums;Wooden Chest;0;0;39;0;1950;Fehlt in CSV
Vakums;Orc Chest;20;0;3;0;192;Fehlt in CSV
Vakums;Orc Chest;25;0;1;0;256;Fehlt in CSV
Vakums;Elveri Citadel Chest;30;0;1;0;0;Fehlt in CSV
Huzar;Omen Chest;0;0;2;0;0;Fehlt in CSV
Huzar;Sand Chest;15;0;1;0;20;Fehlt in CSV
Huzar;Sand Chest;20;0;5;0;320;Fehlt in CSV
Huzar;Sand Chest;25;0;1;0;256;Fehlt in CSV
Huzar;Rare Dragon Chest;20;0;6;0;768;Fehlt in CSV
Huzar;Elven Citadel Chest;20;0;3;0;240;Fehlt in CSV
Huzar;Elven Citadel Chest;25;0;32;0;5440;Fehlt in CSV
Huzar;Elegant Chest;2;0;1;0;256;Fehlt in CSV
Huzar;Elegant Chest;20;0;14;0;896;Fehlt in CSV
Huzar;Elegant Chest;25;0;3;0;768;Fehlt in CSV
Huzar;Bone Chest;20;0;3;0;192;Fehlt in CSV
Huzar;Golden Guardian Epic Chest;0;0;595;0;0;Fehlt in CSV
Huzar;Runic Chest;30;0;2;0;0;Fehlt in CSV
Huzar;Runic Chest;35;0;4;0;0;Fehlt in CSV
Huzar;Sapphire Chest;35;0;2;0;0;Fehlt in CSV
Huzar;Sapphire Chest;30;0;5;0;0;Fehlt in CSV
Huzar;Sapphire Chest;20;0;1;0;0;Fehlt in CSV
Huzar;Sapphire Chest;25;0;3;0;0;Fehlt in CSV
Huzar;Cursed Citadel Chest;20;0;371;0;29680;Fehlt in CSV
Huzar;Pumpkin Chest;0;0;6;0;0;Fehlt in CSV
Huzar;Jörmungandr's Chest;0;0;5;0;0;Fehlt in CSV
Huzar;Quick March Chest;0;0;8;0;0;Fehlt in CSV
Huzar;Forgotten Chest;15;0;1;0;20;Fehlt in CSV
Huzar;Forgotten Chest;20;0;2;0;128;Fehlt in CSV
Huzar;Cobra Chest;15;0;1;0;20;Fehlt in CSV
Huzar;Cobra Chest;20;0;19;0;1216;Fehlt in CSV
Huzar;Cobra Chest;25;0;12;0;3072;Fehlt in CSV
Huzar;Merchant's Chest;0;0;2;0;0;Fehlt in CSV
Huzar;Ancients' Chest;0;0;96;0;0;Fehlt in CSV
Huzar;Fire Chest;20;0;1;0;64;Fehlt in CSV
Huzar;Mayan Chest;20;0;2;0;128;Fehlt in CSV
Huzar;Mayan Chest;25;0;3;0;768;Fehlt in CSV
Huzar;Gnome Workshop Chest;20;0;2;0;128;Fehlt in CSV
Huzar;Cursed Citadel chest;20;0;1;0;0;Fehlt in CSV
Huzar;Tartaros Chest;20;0;3;0;576;Fehlt in CSV
Huzar;Tartaros Chest;25;0;8;0;6144;Fehlt in CSV
Huzar;Gladiator's Chest;0;0;1;0;0;Fehlt in CSV
Huzar;Orc Chest;20;0;16;0;1024;Fehlt in CSV
Huzar;Orc Chest;25;0;22;0;5632;Fehlt in CSV
kol;Elveri Citadel Chest;25;0;1;0;0;Fehlt in CSV
Elsa;Sand Chest;15;0;1;0;20;Fehlt in CSV
Elsa;Sand Chest;20;0;21;0;1344;Fehlt in CSV
Elsa;Turtle Chest;20;0;10;0;1920;Fehlt in CSV
Elsa;Stone Chest;15;0;2;0;40;Fehlt in CSV
Elsa;Stone Chest;20;0;26;0;1664;Fehlt in CSV
Elsa;Infernal Chest;15;0;1;0;20;Fehlt in CSV
Elsa;Infernal Chest;20;0;18;0;1152;Fehlt in CSV
Elsa;Rare Chest of Wealth;0;0;25;0;0;Fehlt in CSV
Elsa;Rare Dragon Chest;15;0;10;0;400;Fehlt in CSV
Elsa;Rare Dragon Chest;10;0;1;0;16;Fehlt in CSV
Elsa;Rare Dragon Chest;20;0;63;0;8064;Fehlt in CSV
Elsa;Uncommon Chest of Wealth;0;0;25;0;0;Fehlt in CSV
Elsa;Elegant Chest;15;0;2;0;40;Fehlt in CSV
Elsa;Elegant Chest;20;0;16;0;1024;Fehlt in CSV
Elsa;Bone Chest;15;0;1;0;20;Fehlt in CSV
Elsa;Bone Chest;20;0;21;0;1344;Fehlt in CSV
Elsa;Chest of the Cursed;20;0;9;0;1728;Fehlt in CSV
Elsa;Trillium Chest;20;0;3;0;576;Fehlt in CSV
Elsa;Pumpkin Chest;0;0;2;0;0;Fehlt in CSV
Elsa;Jörmungandr's Chest;0;0;5;0;0;Fehlt in CSV
Elsa;Cursed Citadel Chest;20;0;4;0;320;Fehlt in CSV
Elsa;Quick March Chest;0;0;5;0;0;Fehlt in CSV
Elsa;Harpy Chest;20;0;5;0;960;Fehlt in CSV
